periodico,news_date,year,month,day,page,ed,evento,event_code,ubicacion,has_sequia,agrocultura,ganaderia,hidrologia,energia,latitud,longitud
extremadura,21/04/1933,1933,4,21,4,,,,,False,0,0,0,0,,
hoy,21/04/1933,1933,4,21,8,BAD,,,,False,0,0,0,0,,
extremadura,02/05/1933,1933,5,2,8,,Sequía,S,Miajadas,True,1,0,0,0,39.15079487053819,-5.909483992989726
extremadura,03/05/1933,1933,5,3,6,,,,,False,0,0,0,0,,
hoy,03/05/1933,1933,5,3,6,BAD,Sequía,S,Campanario,True,1,0,0,0,38.8625254789591,-5.619221562693182
hoy,03/05/1933,1933,5,3,6,BAD,Sequía,S,Fregenal de la Sierra,True,0,0,0,0,38.1687749610116,-6.653923848007927
extremadura,04/05/1933,1933,5,4,7,,Lluvia,S,Aliseda,True,0,0,0,0,39.423077972418,-6.694034836374631
hoy,05/05/1933,1933,5,5,7,BAD,,,,False,0,0,0,0,,
hoy,06/05/1933,1933,5,6,5,BAD,,,,False,0,0,0,0,,
hoy,12/05/1933,1933,5,12,5,BAD,,,,False,0,0,0,0,,
hoy,12/05/1933,1933,5,12,6,BAD,Sequía,S,Campanario,True,1,0,0,0,38.8625254789591,-5.619221562693182
hoy,14/05/1933,1933,5,14,3,BAD,,S,Extremadura,True,0,0,0,0,,
hoy,14/05/1933,1933,5,14,6,BAD,Sequía,S,Castuera,True,1,0,0,0,38.72435378925819,-5.545060273541743
hoy,18/05/1933,1933,5,18,6,BAD,Sequía,S,Don Benito,True,0,0,0,0,38.95620783267387,-5.859801918815306
hoy,19/05/1933,1933,5,19,2,BAD,,,,False,0,0,0,0,,
hoy,19/05/1933,1933,5,19,6,BAD,,S,Santa Marta,True,0,0,0,0,38.61413697887768,-6.628145382540433
extremadura,20/05/1933,1933,5,20,4,,Sequía,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
hoy,21/05/1933,1933,5,21,4,BAD,,,,False,0,0,0,0,,
hoy,21/05/1933,1933,5,21,6,BAD,Sequía,S,Granja de Torrehermosa,True,0,0,0,0,38.309434946037456,-5.596554823533248
extremadura,23/05/1933,1933,5,23,5,,,,,False,0,0,0,0,,
hoy,23/05/1933,1933,5,23,6,BAD,,,,False,0,0,0,0,,
hoy,25/05/1933,1933,5,25,6,BAD,Sequía,S,Campanario,True,1,0,0,0,38.8625254789591,-5.619221562693182
hoy,26/05/1933,1933,5,26,6,BAD,,,,False,0,0,0,0,,
extremadura,27/05/1933,1933,5,27,3,,,,,False,0,0,0,0,,
hoy,28/05/1933,1933,5,28,2,BAD,,,,False,0,0,0,0,,
hoy,28/05/1933,1933,5,28,10,BAD,,,,False,0,0,0,0,,
extremadura,12/08/1933,1933,8,12,3,,,,,False,0,0,0,0,,
extremadura,14/06/1933,1933,8,14,8,,Sequía,S,Extremadura,True,0,0,0,0,,
extremadura,19/08/1933,1933,8,19,3,,,,,False,0,0,0,0,,
extremadura,22/08/1933,1933,8,22,7,,,S,Extremadura,True,0,0,1,0,,
hoy,30/08/1933,1933,8,30,4,BAD,,,,False,0,0,0,0,,
hoy,31/08/1933,1933,8,31,6,BAD,,S,Campanario,True,0,0,1,0,38.8625254789591,-5.619221562693182
hoy,01/09/1933,1933,9,1,6,BAD,,S,Don Benito,True,0,0,1,0,38.95620783267387,-5.859801918815306
hoy,08/09/1933,1933,9,8,7,BAD,,,,False,0,0,0,0,,
hoy,10/09/1933,1933,9,10,12,BAD,,,,False,0,0,0,0,,
extremadura,12/09/1933,1933,9,12,6,,Sequía,S,Hervás,True,1,0,0,0,40.2729367154098,-5.858512295669394
hoy,13/09/1933,1933,9,13,6,BAD,,S,Don Benito,True,0,0,0,0,38.95620783267387,-5.859801918815306
hoy,14/09/1933,1933,9,14,4,BAD,,,,False,0,0,0,0,,
extremadura,14/09/1933,1933,9,14,8,,,,,False,0,0,0,0,,
hoy,26/09/1933,1933,9,26,3,BAD,,,,False,0,0,0,0,,
hoy,27/09/1933,1933,9,27,8,BAD,,S,Cabeza del Buey,True,0,0,0,0,38.72344255696252,-5.218974555781275
hoy,27/09/1933,1933,9,27,9,BAD,,S,Cabeza del Buey,True,0,0,0,0,38.72344255696252,-5.218974555781275
hoy,27/09/1933,1933,9,27,10,BAD,,S,Almendralejo,True,1,0,0,0,38.68340240841623,-6.407120160184139
hoy,29/09/1933,1933,9,29,7,BAD,,,,False,0,0,0,0,,
hoy,08/10/1933,1933,10,8,6,BAD,,S,"Puebla de Sancho Pérez, Medina de las Torres",True,1,0,0,0,38.36895406234557,-6.406310284057792
hoy,11/10/1933,1933,10,11,8,BAD,,,,False,0,0,0,0,,
hoy,18/02/1934,1934,2,18,8,BAD,,,,False,0,0,0,0,,
hoy,22/02/1934,1934,2,22,8,BAD,,S,Extremadura,True,0,0,0,0,,
hoy,01/03/1934,1934,3,1,2,BAD,,,,False,0,0,0,0,,
hoy,02/03/1934,1934,3,2,1,BAD,,,,False,0,0,0,0,,
hoy,03/03/1934,1934,3,3,6,BAD,,S,Montijo,True,0,0,0,0,38.907705486472,-6.616032456181741
hoy,07/03/1934,1934,3,7,2,BAD,Sequía,S,Cáceres,True,1,1,0,0,39.47753910519658,-6.377428325189714
hoy,07/03/1934,1934,3,7,4,BAD,Sequía,S,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
hoy,07/03/1934,1934,3,7,6,BAD,,,,False,0,0,0,0,,
hoy,09/03/1934,1934,3,9,6,BAD,Sequía,S,Zahinos,True,1,1,0,0,38.33155821023243,-6.953137496204532
hoy,09/03/1934,1934,3,9,6,BAD,Sequía,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
hoy,09/03/1934,1934,3,9,7,BAD,Sequía,S,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
hoy,10/03/1934,1934,3,10,6,BAD,Sequía,S,Alconchel,True,0,0,0,0,38.51718718067185,-7.071719477495805
hoy,10/03/1934,1934,3,10,6,BAD,Sequía,S,Fregenal de la Sierra,True,0,0,0,0,38.1687749610116,-6.653923848007927
hoy,11/03/1934,1934,3,11,6,BAD,,,,False,0,0,0,0,,
hoy,15/03/1934,1934,3,15,6,BAD,Sequía,S,Alburquerque,True,0,0,0,0,39.22057581234303,-7.000473530868876
hoy,15/03/1934,1934,3,15,6,BAD,Sequía,N,Alburquerque,True,0,0,0,0,39.22057581234303,-7.000473530868876
hoy,17/03/1934,1934,3,17,5,BAD,,,,False,0,0,0,0,,
hoy,18/03/1934,1934,3,18,2,BAD,,,,False,0,0,0,0,,
hoy,23/03/1934,1934,3,23,5,BAD,,,,False,0,0,0,0,,
hoy,23/03/1934,1934,3,23,8,BAD,,,,False,0,0,0,0,,
hoy,25/03/1934,1934,3,25,3,BAD,,,,False,0,0,0,0,,
hoy,27/03/1934,1934,3,27,3,BAD,,,,False,0,0,0,0,,
extremadura,03/04/1934,1934,4,3,4,,,S,Torrejoncillo,True,0,0,0,0,39.89735427146394,-6.467041427683078
extremadura,04/04/1934,1934,4,4,4,,Lluvia,F,Navas del Madroño,True,0,0,0,0,39.62227900373277,-6.653402851935974
extremadura,11/04/1934,1934,4,11,6,,,,,False,0,0,0,0,,
extremadura,18/04/1934,1934,4,18,1,,,,,False,0,0,0,0,,
extremadura,12/09/1934,1934,9,12,4,,Sequía,S,Coria,True,1,0,0,0,39.98807734718899,-6.536615926256122
extremadura,28/09/1934,1934,9,28,5,,,,,False,0,0,0,0,,
hoy,04/11/1934,1934,11,4,1,BAD,,,,False,0,0,0,0,,
hoy,06/11/1934,1934,11,6,3,BAD,Sequía,S,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
extremadura,17/11/1934,1934,11,17,4,,,,,False,0,0,0,0,,
extremadura,22/11/1934,1934,11,22,4,,Sequía,S,Torre de Don Miguel,True,1,0,0,0,40.22404580992888,-6.57697242327817
extremadura,15/12/1934,1934,12,15,1,,,,,False,0,0,0,0,,
extremadura,17/12/1934,1934,12,17,4,,Sequía,S,Valencia de Alcántara,True,0,0,0,0,39.41026172958824,-7.244173555257091
hoy,00/01/1935,1935,1,0,16,,,,,False,0,0,0,0,,
hoy,00/01/1935,1935,1,0,24,,,S,Extremadura,True,0,0,0,0,,
hoy,00/01/1935,1935,1,0,32,,,S,"Castilla la Nueva, Extremadura",True,1,0,0,0,,
hoy,00/01/1935,1935,1,0,108,,,,,False,0,0,0,0,,
hoy,26/02/1935,1935,2,0,193,,Sequía,S,Torremayor,True,0,0,0,0,38.90082756523822,-6.537183789516002
hoy,00/02/1935,1935,2,0,208,,,,,False,0,0,0,0,,
hoy,01/03/1935,1935,3,0,6,,Sequía,S,Villafranca de los Barros,True,0,0,0,0,38.55953602827336,-6.3328763558379855
hoy,00/03/1935,1935,3,0,56,,,,,False,0,0,0,0,,
hoy,00/03/1935,1935,3,0,75,,,,,False,0,0,0,0,,
hoy,12/03/1935,1935,3,0,80,,Sequía,S,Guareña,True,0,0,0,0,38.861609304666935,-6.102742017099397
hoy,00/03/1935,1935,3,0,126,,,,,False,0,0,0,0,,
hoy,27/03/1935,1935,3,0,193,,Sequía,S,Castuera,True,1,1,0,0,38.72435378925819,-5.545060273541743
hoy,00/04/1935,1935,4,0,12,,,,,False,0,0,0,0,,
hoy,00/04/1935,1935,4,0,17,,,S,Fregenal,True,1,1,0,0,38.1687749610116,-6.653923848007927
hoy,00/04/1935,1935,4,0,19,,,,,False,0,0,0,0,,
hoy,00/04/1935,1935,4,0,21,,,,,False,0,0,0,0,,
hoy,00/04/1935,1935,4,0,27,,,,,False,0,0,0,0,,
hoy,05/04/1935,1935,4,0,33,,Sequía,S,Fregenal de la Sierra,True,0,0,0,0,38.1687749610116,-6.653923848007927
hoy,06/04/1935,1935,4,0,41,,Sequía,S,Castuera,True,1,0,0,0,38.72435378925819,-5.545060273541743
hoy,00/04/1935,1935,4,0,46,,,,,False,0,0,0,0,,
hoy,00/04/1935,1935,4,0,47,,,,,False,0,0,0,0,,
hoy,00/04/1935,1935,4,0,49,,,,,False,0,0,0,0,,
hoy,00/04/1935,1935,4,0,50,,,,,False,0,0,0,0,,
hoy,00/04/1935,1935,4,0,65,,,,,False,0,0,0,0,,
hoy,11/04/1935,1935,4,0,73,,Sequía,S,Castuera,True,1,0,0,0,38.72435378925819,-5.545060273541743
hoy,00/04/1935,1935,4,0,74,,,S,Badajoz,True,1,0,0,0,38.871034753836994,-6.975421049278072
hoy,00/04/1935,1935,4,0,78,,,S,Almendralejo,True,0,0,0,0,38.68340240841623,-6.407120160184139
hoy,00/04/1935,1935,4,0,79,,,,,False,0,0,0,0,,
hoy,12/04/1935,1935,4,0,81,,Sequía,S,Guareña,True,1,0,0,0,38.861609304666935,-6.102742017099397
hoy,12/04/1935,1935,4,0,81,,Sequía,S,Don Benito,True,1,0,0,0,38.95620783267387,-5.859801918815306
hoy,16/04/1935,1935,4,0,108,,Sequía,S,Hornachos,True,0,0,0,0,38.55436861055067,-6.068637317399573
hoy,00/04/1935,1935,4,0,115,,,,,False,0,0,0,0,,
hoy,00/04/1935,1935,4,0,117,,,S,Campanario,True,0,0,0,0,38.8625254789591,-5.619221562693182
hoy,17/04/1935,1935,4,0,117,,Sequía,S,Monterrubio de la Serena,True,1,0,0,0,38.58810686082703,-5.44369146408694
hoy,00/04/1935,1935,4,0,119,,,S,"Extremadura, Andalucía",True,0,0,0,0,,
hoy,00/04/1935,1935,4,0,139,,,,,False,0,0,0,0,,
hoy,00/04/1935,1935,4,0,141,,,S,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
hoy,21/04/1935,1935,4,0,146,,Sequía,S,Castuera,True,1,0,0,0,38.72435378925819,-5.545060273541743
hoy,00/04/1935,1935,4,0,147,,,,,False,0,0,0,0,,
hoy,23/04/1935,1935,4,0,149,,Sequía,S,,True,0,0,0,0,,
hoy,00/04/1935,1935,4,0,151,,,,,False,0,0,0,0,,
hoy,23/04/1935,1935,4,0,157,,Sequía,S,Fregenal de la Sierra,True,0,0,0,0,38.1687749610116,-6.653923848007927
hoy,00/04/1935,1935,4,0,165,,,S,Villanueva de la Serena,True,0,0,0,0,38.97505965210177,-5.798683762870277
hoy,00/04/1935,1935,4,0,184,,,,,False,0,0,0,0,,
hoy,00/04/1935,1935,4,0,188,,,,,False,0,0,0,0,,
hoy,27/04/1935,1935,4,0,189,,Sequía,S,Cabeza del Buey,True,1,0,0,0,38.72344255696252,-5.218974555781275
hoy,00/04/1935,1935,4,0,196,,,,,False,0,0,0,0,,
hoy,28/04/1935,1935,4,0,197,,Sequía,S,Castuera,True,1,1,0,0,38.72435378925819,-5.545060273541743
hoy,00/04/1935,1935,4,0,200,,,,,False,0,0,0,0,,
hoy,00/04/1935,1935,4,0,206,,,,,False,0,0,0,0,,
hoy,00/05/1935,1935,5,0,76,,,S,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
hoy,14/05/1935,1935,5,0,107,,Sequía,S,Castuera,True,0,0,0,0,38.72435378925819,-5.545060273541743
hoy,00/05/1935,1935,5,0,173,,,,,False,0,0,0,0,,
hoy,24/05/1935,1935,5,0,185,,Sequía,S,Castuera,True,1,0,0,0,38.72435378925819,-5.545060273541743
hoy,00/05/1935,1935,5,0,229,,,,,False,0,0,0,0,,
hoy,00/05/1935,1935,5,0,231,,,,,False,0,0,0,0,,
hoy,00/10/1935,1935,10,0,13,,,,,False,0,0,0,0,,
hoy,00/10/1935,1935,10,0,18,,,,,False,0,0,0,0,,
hoy,00/10/1935,1935,10,0,40,,,S,Zafra,True,0,1,0,0,38.42187307146895,-6.416697978031944
hoy,00/10/1935,1935,10,0,40,,,S,Zafra,True,0,0,1,0,38.42187307146895,-6.416697978031944
hoy,00/10/1935,1935,10,0,62,,,,,False,0,0,0,0,,
hoy,00/10/1935,1935,10,0,130,,,,,False,0,0,0,0,,
hoy,00/10/1935,1935,10,0,162,,,S,Talarrubias,True,1,0,0,0,39.03696000610293,-5.235095525747936
hoy,00/10/1935,1935,10,0,188,,,S,Zahínos,True,0,0,1,0,38.33155821023243,-6.953137496204532
hoy,02/11/1935,1935,11,0,9,,Sequía,S,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
hoy,00/11/1935,1935,11,0,55,,,,,False,0,0,0,0,,
hoy,20/11/1935,1935,11,0,149,,Sequía,S,Torremayor,True,0,0,0,0,38.90082756523822,-6.537183789516002
hoy,00/11/1935,1935,11,0,166,,,,,False,0,0,0,0,,
hoy,28/11/1935,1935,11,0,209,,Sequía,S,Zahinos,True,0,0,0,0,38.33155821023243,-6.953137496204532
hoy,00/11/1935,1935,11,0,220,,,,,False,0,0,0,0,,
hoy,00/01/1936,1936,1,0,14,,,S,"Extremadura, Andalucía",True,1,0,0,0,,
hoy,00/01/1936,1936,1,0,17,,,S,"Extremadura, Ciudad Real",True,1,0,0,0,38.98512948509242,-3.92575081113341
hoy,00/01/1936,1936,1,0,122,,,,,False,0,0,0,0,,
hoy,00/01/1936,1936,1,0,236,,,,,False,0,0,0,0,,
extremadura,25/03/1938,1938,3,25,2,,Sequía,S,Plasencia,True,0,0,0,0,40.03535535252543,-6.089134757182878
extremadura,26/03/1938,1938,3,26,4,,,,,False,0,0,0,0,,
extremadura,07/04/1938,1938,4,7,3,,,,,False,0,0,0,0,,
extremadura,20/04/1938,1938,4,20,3,,Sequía,S,Plasencia,True,0,0,0,0,40.03535535252543,-6.089134757182878
extremadura,09/08/1938,1938,8,9,3,,Sequía,S,Plasencia,True,0,0,1,0,40.03535535252543,-6.089134757182878
extremadura,26/08/1938,1938,8,26,4,,,,,False,0,0,0,0,,
hoy,00/09/1939,1939,9,0,17,,,,,False,0,0,0,0,,
hoy,00/09/1939,1939,9,0,68,,,S,Extremadura,True,1,0,0,0,,
extremadura,02/05/1940,1940,5,2,3,,,,,False,0,0,0,0,,
extremadura,10/05/1940,1940,5,10,2,,,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,21/09/1940,1940,9,21,1,,,,,False,0,0,0,0,,
extremadura,26/09/1940,1940,9,26,6,,,S,Serradilla (Cáceres),True,0,0,0,0,39.82891014852736,-6.139142666346821
extremadura,03/10/1940,1940,10,3,5,,,,,False,0,0,0,0,,
extremadura,14/10/1940,1940,10,14,2,,Lluvia,F,Hervás,True,0,0,1,0,40.2729367154098,-5.858512295669394
extremadura,02/12/1940,1940,12,2,3,,Sequía,S,Serradilla,True,0,0,0,0,39.82891014852736,-6.139142666346821
extremadura,16/12/1940,1940,12,16,5,,,,,False,0,0,0,0,,
extremadura,25/09/1941,1941,9,25,1,,Sequía,S,Cáceres,True,1,0,0,0,39.47753910519658,-6.377428325189714
extremadura,27/09/1941,1941,9,27,2,,,,,False,0,0,0,0,,
hoy,04/11/1941,1941,11,4,1,BAD,,,,False,0,0,0,0,,
extremadura,07/11/1941,1941,11,7,1,,Sequía,F,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,10/11/1941,1941,11,10,3,,,,,False,0,0,0,0,,
hoy,15/11/1941,1941,11,15,3,CAC,Sequía,S,Zahinos,True,0,0,0,0,38.33155821023243,-6.953137496204532
extremadura,25/11/1941,1941,11,25,3,,,,,False,0,0,0,0,,
extremadura,25/11/1941,1941,11,25,4,,,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
hoy,10/04/1943,1943,4,10,1,BAD,,,,False,0,0,0,0,,
hoy,17/04/1943,1943,4,17,6,BAD,sequía,S,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
extremadura,07/07/1943,1943,7,7,3,,Sequía,S,España,True,1,0,0,0,,
extremadura,18/07/1943,1943,7,18,3,,,,,False,0,0,0,0,,
hoy,01/02/1944,1944,2,1,5,BAD,,,,False,0,0,0,0,,
extremadura,02/02/1944,1944,2,2,2,,,,,False,0,0,0,0,,
hoy,03/02/1944,1944,2,3,1,BAD,,,,False,0,0,0,0,,
hoy,06/02/1944,1944,2,6,2,BAD,sequía,S,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
extremadura,07/02/1944,1944,2,7,3,,,,,False,0,0,0,0,,
extremadura,08/02/1944,1944,2,8,1,,Sequía,S,España,True,0,0,0,1,,
extremadura,08/02/1944,1944,2,8,2,,,,,False,0,0,0,0,,
extremadura,09/02/1944,1944,2,9,2,,,S,Cáceres,True,1,1,1,0,39.47753910519658,-6.377428325189714
extremadura,09/02/1944,1944,2,9,4,,,S,"Andalucía, Extremadura",True,0,0,0,1,,
extremadura,10/02/1944,1944,2,10,2,,Sequía,S,España,True,0,0,0,0,,
extremadura,10/02/1944,1944,2,10,2,,,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,11/02/1944,1944,2,11,1,,,,,False,0,0,0,0,,
hoy,11/02/1944,1944,2,11,1,CAC,sequía,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,12/02/1944,1944,2,12,1,,,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,14/02/1944,1944,2,14,1,,,,,False,0,0,0,0,,
extremadura,14/02/1944,1944,2,14,2,,Lluvia,F,Cáceres,True,1,0,1,0,39.47753910519658,-6.377428325189714
extremadura,14/02/1944,1944,2,14,2,,Lluvia,F,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,14/02/1944,1944,2,14,3,,,,,False,0,0,0,0,,
extremadura,15/02/1944,1944,2,15,1,,,,,False,0,0,0,0,,
extremadura,15/02/1944,1944,2,15,2,,Lluvia,F,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,15/02/1944,1944,2,15,3,,,,,False,0,0,0,0,,
extremadura,15/02/1944,1944,2,15,4,,,,,False,0,0,0,0,,
extremadura,16/02/1944,1944,2,16,2,,Lluvia,F,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,17/02/1944,1944,2,17,1,,,,,False,0,0,0,0,,
extremadura,17/02/1944,1944,2,17,4,,,,,False,0,0,0,0,,
extremadura,18/02/1944,1944,2,18,2,,Lluvia,F,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,19/02/1944,1944,2,19,2,,Lluvia,F,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,19/02/1944,1944,2,19,4,,,,,False,0,0,0,0,,
extremadura,21/02/1944,1944,2,21,1,,,,,False,0,0,0,0,,
extremadura,21/02/1944,1944,2,21,2,,Lluvia,F,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,21/02/1944,1944,2,21,4,,,,,False,0,0,0,0,,
extremadura,22/02/1944,1944,2,22,2,,Lluvia,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,22/02/1944,1944,2,22,3,,Lluvia,S,Montánchez,True,0,0,0,0,39.225334934846686,-6.152295055697602
extremadura,22/02/1944,1944,2,22,4,,,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
hoy,22/02/1944,1944,2,22,6,CAC,,,,False,0,0,0,0,,
extremadura,23/02/1944,1944,2,23,2,,,,,False,0,0,0,0,,
extremadura,23/02/1944,1944,2,23,4,,,,,False,0,0,0,0,,
extremadura,24/02/1944,1944,2,24,2,,,,,False,0,0,0,0,,
extremadura,25/02/1944,1944,2,25,2,,,,,False,0,0,0,0,,
extremadura,26/02/1944,1944,2,26,2,,Lluvia,F,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,28/02/1944,1944,2,28,1,,Frío,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,29/02/1944,1944,2,29,3,,Lluvia,F,Arroyo de la Luz,True,0,0,0,0,39.48424151476158,-6.583900547775354
extremadura,29/02/1944,1944,2,29,4,,,,,False,0,0,0,0,,
hoy,29/02/1944,1944,2,29,4,CAC,sequía,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,01/03/1944,1944,3,1,3,,Lluvia,F,Torrejoncillo,True,0,0,0,0,39.89735427146394,-6.467041427683078
extremadura,02/03/1944,1944,3,2,3,,Lluvia,F,Cañaveral,True,0,0,0,0,39.792312128187504,-6.392262755167833
extremadura,03/03/1944,1944,3,3,1,,,,,False,0,0,0,0,,
hoy,05/03/1944,1944,3,5,4,BAD,sequía,S,La Coronada,True,0,0,0,0,38.918784842043706,-5.672329455507499
hoy,05/03/1944,1944,3,5,4,BAD,,S,Zafra,True,0,0,0,0,38.42187307146895,-6.416697978031944
extremadura,08/03/1944,1944,3,8,2,,Lluvia,S,Extremadura,True,0,0,0,0,,
extremadura,08/03/1944,1944,3,8,3,,Lluvia,F,Zarza de Montánchez,True,0,0,0,0,39.25684481770909,-6.032310145273085
extremadura,08/03/1944,1944,3,8,3,,Lluvia,S,Moraleja,True,0,0,1,0,40.06612783062084,-6.658742890625814
extremadura,13/03/1944,1944,3,13,2,,,,,False,0,0,0,0,,
extremadura,15/03/1944,1944,3,15,3,,,,,False,0,0,0,0,,
